issue_id,title,description,issue_type,priority,status,story_points,duration_days,created_date,due_date,assignee,project
PROJ-3831,Build data export modal dialog,Implement the client-side logic for backlog. Use existing design tokens and component library. Include unit tests.,Frontend,Highest,To Do,5,19,2024-01-18,2024-02-06,user_6,Project-Zeta
PROJ-3832,Build project data validation layer,"Implement timeline backend with proper separation of concerns. Include service layer, repository pattern, and unit tests.",Backend,Highest,Done,5,23,2025-03-25,2025-04-17,user_19,Project-Zeta
PROJ-3833,Create permissions analytics module,Product requirement: Build a comprehensive permissions system integrated with settings. Must support loading dashboard with proper validation and error handling.,Feature,Medium,To Do,9,51,2024-01-11,2024-03-02,user_20,Project-Theta
PROJ-3834,Resolve login failure on web app,Users are experiencing data corruption when trying to deleting records. This affects premium tier users. Steps to reproduce: 1) Navigate to calendar 2) Perform deleting records 3) Observe the error.,Bug,Low,In Progress,7,27,2025-04-25,2025-05-22,user_11,Project-Delta
PROJ-3835,Fix memory leak in settings service,Users are experiencing a null reference error when trying to syncing data. This affects all users. Steps to reproduce: 1) Navigate to comments 2) Perform syncing data 3) Observe the error.,Bug,Low,To Do,3,22,2024-05-18,2024-06-09,user_6,Project-Theta
PROJ-3836,Create new kanban dashboard widget,Product requirement: Build a comprehensive sprint planning system integrated with sprint. Must support loading dashboard with proper validation and error handling.,Feature,Medium,In Progress,5,30,2025-04-14,2025-05-14,user_5,Project-Eta
PROJ-3837,Update SSL certificates for web app,Routine maintenance task: saving data in the payment module. Ensure all tests pass after changes.,Task,Low,In Progress,4,29,2025-02-16,2025-03-17,user_11,Project-Alpha
PROJ-3838,Build project health check endpoint,"Backend development: Implement the task board service in auth. Include proper error handling, input validation, and database transactions.",Backend,High,To Do,4,25,2025-04-02,2025-04-27,user_11,Project-Eta
PROJ-3839,Patch security vulnerability in auth,"The task board feature fails silently when filtering results. No error logs are generated, making debugging difficult.",Bug,Medium,To Do,3,24,2024-02-05,2024-02-29,user_14,Project-Eta
PROJ-3840,Document notification error codes,"Create user-facing documentation for data export. Must be clear, concise, and include screenshots where applicable.",Docs,High,Done,4,18,2024-08-04,2024-08-22,user_5,Project-Beta
PROJ-3841,Implement comments caching layer,Build a scalable notifications API endpoint. Must handle concurrent requests and include proper logging.,Backend,Low,To Do,8,38,2025-02-18,2025-03-28,user_20,Project-Epsilon
PROJ-3842,Set up log rotation for workflow,Technical debt item: report needs generating reports. This will improve maintainability and reduce future bugs.,Task,High,Done,3,21,2024-04-24,2024-05-15,user_9,Project-Eta
PROJ-3843,Reorganize report file structure,Routine maintenance task: deleting records in the settings module. Ensure all tests pass after changes.,Task,Low,Done,5,30,2025-03-16,2025-04-15,user_7,Project-Alpha
PROJ-3844,Update environment variables for production,"Housekeeping task to uploading files in notification. Low risk, but important for long-term code health.",Task,High,To Do,4,13,2024-01-21,2024-02-03,user_5,Project-Zeta
PROJ-3845,Create data export sidebar navigation,"Frontend implementation: Build the reporting component for analytics. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,Medium,To Do,6,36,2024-05-10,2024-06-15,user_6,Project-Eta
PROJ-3846,Build search notification system,Product requirement: Build a comprehensive calendar system integrated with analytics. Must support exporting reports with proper validation and error handling.,Feature,Low,In Progress,7,43,2024-09-15,2024-10-28,user_11,Project-Delta
PROJ-3847,Fix duplicate entries in calendar,"After the recent deployment, permissions is throwing authentication failure. The root cause appears to be in the inventory service layer.",Bug,Medium,In Progress,5,21,2024-08-30,2024-09-20,user_19,Project-Beta
PROJ-3848,Create task board template system,New feature request from stakeholders: search capability in billing. Should support bulk operations and filtering results.,Feature,High,To Do,7,37,2024-07-31,2024-09-06,user_15,Project-Eta
PROJ-3849,Resolve timeout error in search,A critical bug has been identified in the analytics module causing a null reference error. This needs immediate attention as it impacts the reporting module.,Bug,High,In Progress,4,19,2024-04-15,2024-05-04,user_11,Project-Theta
PROJ-3850,Design activity feed data visualization charts,"Create high-fidelity mockups for the kanban module. Include hover states, loading states, and error states.",Design,Highest,To Do,2,19,2024-09-11,2024-09-30,user_1,Project-Eta
PROJ-3851,Implement billing state management,Build notifications with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Highest,To Do,4,18,2024-04-24,2024-05-12,user_7,Project-Epsilon
PROJ-3852,Handle edge case in workflow validation,Users are experiencing authentication failure when trying to filtering results. This affects new signups. Steps to reproduce: 1) Navigate to search 2) Perform filtering results 3) Observe the error.,Bug,High,In Progress,5,16,2024-03-04,2024-03-20,user_14,Project-Theta
PROJ-3853,Set up performance profiling for inventory,"Create reliable deployment infrastructure for analytics. Include health checks, resource limits, and monitoring integration.",Devops,Low,In Progress,4,27,2024-02-10,2024-03-08,user_10,Project-Alpha
PROJ-3854,Create kanban best practices guide,"Create user-facing documentation for task board. Must be clear, concise, and include screenshots where applicable.",Docs,Low,In Progress,7,26,2024-12-30,2025-01-25,user_20,Project-Zeta
PROJ-3855,Patch security vulnerability in sprint,A critical bug has been identified in the billing module causing unexpected behavior. This needs immediate attention as it impacts the admin panel.,Bug,Low,In Review,5,21,2024-03-06,2024-03-27,user_16,Project-Theta
PROJ-3856,Fix data loss when updating profile,Intermittent a null reference error reported by multiple users when saving data. Stack trace points to inventory handler.,Bug,Low,Done,4,18,2025-02-15,2025-03-05,user_6,Project-Beta
PROJ-3857,Build data export notification system,"As a user, I want to deleting records so that I can improve my workflow. Acceptance criteria: 1) activity feed is accessible from sprint 2) Data is persisted correctly 3) UI updates in real-time.",Feature,Medium,In Progress,12,50,2024-10-25,2024-12-14,user_18,Project-Theta
PROJ-3858,Implement container registry for kanban,DevOps task: Set up infrastructure for activity feed in settings. Must follow security best practices and be documented in the runbook.,Devops,Medium,To Do,6,32,2024-11-16,2024-12-18,user_12,Project-Epsilon
PROJ-3859,Update typography system for settings,"Create high-fidelity mockups for the file upload module. Include hover states, loading states, and error states.",Design,Medium,To Do,3,24,2024-03-07,2024-03-31,user_5,Project-Zeta
PROJ-3860,Update environment variables for AWS,"Housekeeping task to updating profile in dashboard. Low risk, but important for long-term code health.",Task,Medium,Done,4,14,2024-02-04,2024-02-18,user_7,Project-Eta
PROJ-3861,Create new search dashboard widget,Product requirement: Build a comprehensive comments system integrated with settings. Must support exporting reports with proper validation and error handling.,Feature,Highest,To Do,3,22,2025-05-12,2025-06-03,user_4,Project-Zeta
PROJ-3862,Add multi-language support for task,Product requirement: Build a comprehensive search system integrated with analytics. Must support updating profile with proper validation and error handling.,Feature,Highest,In Progress,7,28,2024-03-11,2024-04-08,user_7,Project-Eta
PROJ-3863,Build notifications chart component,Build user management with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Highest,In Progress,3,19,2024-03-19,2024-04-07,user_1,Project-Alpha
PROJ-3864,Build comments calendar picker,"Frontend implementation: Build the calendar component for dashboard. Must be reusable, accessible (WCAG 2.1), and work across all supported browsers.",Frontend,High,Done,6,23,2024-12-07,2024-12-30,user_20,Project-Alpha
PROJ-3865,Create automated timeline workflow,Product requirement: Build a comprehensive calendar system integrated with project. Must support generating reports with proper validation and error handling.,Feature,Low,To Do,13,62,2024-07-22,2024-09-22,user_4,Project-Alpha
PROJ-3866,Configure network policies for user,Set up reporting infrastructure with high availability and fault tolerance. Document all configuration in the wiki.,Devops,Low,Done,5,20,2024-09-04,2024-09-24,user_19,Project-Eta
PROJ-3867,Resolve login failure on GCP,"The permissions feature fails silently when saving data. No error logs are generated, making debugging difficult.",Bug,Highest,To Do,4,13,2024-03-04,2024-03-17,user_5,Project-Zeta
PROJ-3868,Redesign comments user flow,"Create high-fidelity mockups for the search module. Include hover states, loading states, and error states.",Design,Medium,To Do,6,23,2024-08-17,2024-09-09,user_16,Project-Theta
PROJ-3869,Create data export analytics module,Product requirement: Build a comprehensive permissions system integrated with payment. Must support updating profile with proper validation and error handling.,Feature,Highest,In Progress,3,23,2024-12-06,2024-12-29,user_1,Project-Epsilon
PROJ-3870,Create file upload progress indicator,Build comments with proper error boundaries and loading states. Follow atomic design principles.,Frontend,Medium,To Do,4,25,2024-07-30,2024-08-24,user_19,Project-Alpha
PROJ-3871,Run performance benchmark on calendar,"Housekeeping task to loading dashboard in profile. Low risk, but important for long-term code health.",Task,Medium,To Do,2,17,2025-03-08,2025-03-25,user_15,Project-Beta
PROJ-3872,Update dependencies for notification,Technical debt item: settings needs saving data. This will improve maintainability and reduce future bugs.,Task,Medium,To Do,3,15,2025-01-22,2025-02-06,user_13,Project-Zeta
PROJ-3873,Write troubleshooting guide for workflow,"Write detailed documentation for search including setup instructions, configuration options, and common pitfalls.",Docs,Medium,In Progress,2,15,2025-01-23,2025-02-07,user_2,Project-Theta
PROJ-3874,Resolve timeout error in activity feed,Intermittent authentication failure reported by multiple users when loading dashboard. Stack trace points to profile handler.,Bug,Highest,To Do,2,15,2025-05-09,2025-05-24,user_6,Project-Eta
PROJ-3875,Create CI/CD pipeline for notification,"Infrastructure: Configure notifications deployment pipeline. Include automated testing, staging validation, and rollback procedures.",Devops,Medium,Done,7,28,2025-05-07,2025-06-04,user_11,Project-Eta
